"match_id","puuid","challenger","galaxy","placement","game_datetime","Astro","Chrono","DarkStar","Set3_Celestial","Set3_Mystic","Sniper","Vanguard","Cybernetic","Infiltrator","ManaReaver","Battlecast","Blaster","Set3_Brawler","Rebel","Starship","Demolitionist","Mercenary","Set3_Blademaster","Paragon","Protector","Set3_Sorcerer","StarGuardian","MechPilot","SpacePirate"
"NA1_3569539649","0uh3-P0lR2dDrADgrtlkc5JvXqmbpRu6a3HrBMzIJ9dcYRYQbqHXDp2M3kKo7Aaz6_gme2cqeRKHug",0,"Big Bang",7,2020-09-10 05:38:38,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569539649","H7lUFdpXDbmF2TDXPdT_vDKNFnajJXFAfxtkfGCj_wfxMp04hpp5CoWAg1OSymlPnVSnQL49kGEwXA",0,"Big Bang",8,2020-09-10 05:38:38,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3569582440","o56AtVBTf5lpWCGviWavEz_EtNe42iBBxc4_j3DW9dSFaV75Sx2pv9XLKNqTkBC6fgUnNAw6-_ep0Q",1,"Trade Sector",1,2020-09-10 05:46:53,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569582440","w0maPzlifTWEHM5FDUwy1H_x5qvvJriSJK3jEQODVKGzOnq7D7Ov1VGXiBOlo8W3jw3SaBgkdN9LXg",0,"Trade Sector",2,2020-09-10 05:46:53,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569582440","Zjs6b16Mb6hnfdUhiIHebfNtx6uACVlGH9wFSCULBhFuDTQzVX1dqjiHj55Bg2lYqXY0xHyaT_AHTg",0,"Trade Sector",3,2020-09-10 05:46:53,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"NA1_3569582440","CfXUigm-TJVFnsrur4dgEWRgC-nCwPs7BJnkAilrBY0X9gcqCgRglCtwz_5SNPMFK7d5xR3V4a08zw",1,"Trade Sector",4,2020-09-10 05:46:53,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"NA1_3569582440","0_Az2j8GA6KG8GkNvjG-aJhoauaj34ujkg8BX-0IiHQQgt_X-rx2Mg1eoHvha144Msk1osNMgwgsZw",0,"Trade Sector",5,2020-09-10 05:46:53,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
"NA1_3569582440","ALBXv7KO3K76eLR_TR91fgqkBnYS7exJ0uGzwTryBfTL2zFJxh3f7Xj12uvI1CIWsWn4fKSs_lJfRQ",0,"Trade Sector",6,2020-09-10 05:46:53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
"NA1_3569582440","2RTAgWF6FXeBdiw86PTTDIXdtOaWeYlehoMS-x8rrltulFek9DlTS6UuJ04yZx5pftpko7hKIFUbhQ",0,"Trade Sector",7,2020-09-10 05:46:53,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3569582440","IbxthcV5xnEptFbvQVU0ylpU_bcLM09rhwqUrV0kqw5AQa5YOGsPtNL9WMjU6VlbZ6ZQ8J34ieJEjA",0,"Trade Sector",8,2020-09-10 05:46:53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"NA1_3569621993","u0ssiWs-by7vSE3MW7bzM-cUVYoOpBP4iawzgyYkYYQmvoCpGv1Oi3QuCsnRyjRlhd0fnLbkYAjbvA",0,"Salvage World",1,2020-09-10 05:51:45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"NA1_3569621993","zm68Kgbx3LwxS_dIjc7DlWhINcebcV3V-fAY-_KENlOwuFlFfZnpZWpQrBjuAK59xxK-ZT1eR27DWQ",0,"Salvage World",2,2020-09-10 05:51:45,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"NA1_3569621993","mC0hMfKYhejc1U1aJE7iTOTn6TUDkY4apfQhdw2Pvp_jV3tlEs0DFEr4FQUMWoDXqiy2Ji9LI5wZYg",0,"Salvage World",3,2020-09-10 05:51:45,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
"NA1_3569621993","xc6EBuXkoFQmP_QVAo4ypbApt-1PIHK-zNrcKUNDuxW6geBPf9_FaoOWAPwAN8vNO7cpkucfBhMvdA",0,"Salvage World",4,2020-09-10 05:51:45,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569621993","c2G0E20YHwd10KluEQugVpEXVg9-N1e0D6h_Y-K_R_OMUx1hTVqSnx68u_zGS_CDlvDvs2WwVkJxmw",0,"Salvage World",5,2020-09-10 05:51:45,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569621993","1vCCOdxLrdYa6NQRhywKKdZ0UNdX0nsa15Zpqo03k6QFs6MfiucFcTvTfyubW2cgGuyF4g0RYA1wag",1,"Salvage World",6,2020-09-10 05:51:45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3569621993","SLYkdFEVSjvFAdyPmfODuusLFLibvit2mtoD3kWKyl4NBLjrXSzXIHuPy4VWoJYyCI7zwjr0gCammw",0,"Salvage World",7,2020-09-10 05:51:45,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3569621993","OdmIXAKIF5-cSoWtPWjAToKNdr5O5tWRHNAJifo5nCHZN8qu-5oP_waWjqT5znLnExaknSrfAJHloQ",0,"Salvage World",8,2020-09-10 05:51:45,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0
"NA1_3569624709","QFOI1XYY2bjCmzUatbZ5eNpUMZuUQWmMsaGjTQe7Mg_4rJjsNsmdkeMsfECTK8Vau3TgOwrj75Km9w",0,"Trade Sector",1,2020-09-10 06:13:17,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569624709","oTeFt_Zca_JnIsAEWYeUv7UE2mSdOQFX4qhdVz3SaluF9kZaUt4Wk_O5MlYw3gqDswi3Chq77Vb9NA",1,"Trade Sector",2,2020-09-10 06:13:17,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3569624709","ziSIKCIwwqczLXF7tOsJHb7LCXoKTEWBHArE1SivwXMqc-8p5252mre9tiqw-JAY0Z85ogUGpe5wwQ",0,"Trade Sector",3,2020-09-10 06:13:17,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3569624709","ze8VhNC1rh4zDYE4tA8hRB8Iw4u9wWeKRQV5bda4Ldao2i9kbHgMnSED9F8MzTBy_LAcGUS5LR4ngw",0,"Trade Sector",4,2020-09-10 06:13:17,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"NA1_3569624709","0ANiVsq1G487fWrvNM0cXVsGJf-HLDzPOlsTv1BUKLt63wUzEqs1sy49-4h0gRkfgvMzaP7b5Tl5zA",0,"Trade Sector",5,2020-09-10 06:13:17,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3569624709","HrnwV7c4VCsi-gVPeGhHYmoJMoQyJd5-RWQ0HuwJnIUMCMQqzZHdFMOuPH_GVnSKgp6cX-5pAiVUQA",0,"Trade Sector",6,2020-09-10 06:13:17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"NA1_3569624709","Z4F_B-fUcn9OjNbgnrfKty714DXsZkRUnYWU-nM_W3VkhOpRUxFpZFSRo_r_oinymV_2lpjbrqJ4XA",0,"Trade Sector",7,2020-09-10 06:13:17,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569624709","gw7Y2c2IGoNj0RLECKog66c9zya-MejARtbI8vaGwhO4QDHssU4lm64VIRNe0mfmtJBvF-eBhFKIPw",0,"Trade Sector",8,2020-09-10 06:13:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
"NA1_3569559117","1eT2kp92GpjQGl0vHE5M2ljMusHnAVXCBKxSL0ObMNAP_UQO5OkO-wvydvxJFYMS1J4QgmWc1ciH0A",0,"Normal Game",1,2020-09-10 06:30:00,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0
"NA1_3569559117","SLYkdFEVSjvFAdyPmfODuusLFLibvit2mtoD3kWKyl4NBLjrXSzXIHuPy4VWoJYyCI7zwjr0gCammw",0,"Normal Game",2,2020-09-10 06:30:00,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569559117","3Xw5GFYbnwgO4ZuTIRngrgYkaDudP1O5K-eBrmLfcDA_3bHqk_rJFzLyxpJ49lTkFzqv_9NFfFK9ig",0,"Normal Game",3,2020-09-10 06:30:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569559117","1vCCOdxLrdYa6NQRhywKKdZ0UNdX0nsa15Zpqo03k6QFs6MfiucFcTvTfyubW2cgGuyF4g0RYA1wag",1,"Normal Game",4,2020-09-10 06:30:00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"NA1_3569559117","yCFDG5ApscuUemQ399_UGEIkApyOPEBlO0MirkdU55pv5dbN6vfaWgllFBINNd7kW0z-fCJ1ihHLYw",0,"Normal Game",5,2020-09-10 06:30:00,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569559117","BHwWIvOdCEsud-jyH9jOBD8LN-P43D3e7rEuv3e7B91tgNFcMYUtbnIpCVb0MyOjZkmiNBO35QvYKA",1,"Normal Game",6,2020-09-10 06:30:00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"NA1_3569559117","jNc-LCm54LyXfOatNhpuqpZaL0h6yTs3b6thlXivqwPXBGp1FxhtrA6IwSF5dXd9Mo_tt37gEnTTyw",0,"Normal Game",7,2020-09-10 06:30:00,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569559117","n0ntoKURrUZ4h6M7I9LHpoQAuz3gMIiJ6_VaGhpAntZqEz0qe2C8Q-4TcEJ4jX2JCAHznCRtXRuN1w",0,"Normal Game",8,2020-09-10 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"NA1_3569670652","-2CVLaMn9Rh3SLXNMlnxm1OKVoam9hAFS5rjjBMFM98DO-WhDOi4rMzwfoDFm9cE4dBQS-pHZrK9ww",0,"Plunder Planet",1,2020-09-10 06:50:27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569670652","MiQdrgMohuyB4DBBYapCPscSZILAUXhhM1KilBZ-7-i-MV-ub0xf4_19qgwWVMhLx4JoYPNmDr-qwg",0,"Plunder Planet",2,2020-09-10 06:50:27,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569670652","LaWtTs-1NIEpVX98P1UoHykFGPXQQcPBXUFUgfrpdy9DfYNuVn1rU9ZR7-j6_yvB3iy48wjUhwN-iQ",0,"Plunder Planet",3,2020-09-10 06:50:27,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0
"NA1_3569670652","0rwX4PuCmA9VYymOdyWk_zAO8uXD_EI0sLuDRFj-Y6WbBrFiWIWi22lQCpUoG8mi8fybwaVFk0XQvA",0,"Plunder Planet",4,2020-09-10 06:50:27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
"NA1_3569670652","HrnwV7c4VCsi-gVPeGhHYmoJMoQyJd5-RWQ0HuwJnIUMCMQqzZHdFMOuPH_GVnSKgp6cX-5pAiVUQA",0,"Plunder Planet",5,2020-09-10 06:50:27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3569670652","qbQ2oV8SHLfc_wFhLrZUbBSZGWKtpNd8aakUb3JfsUa2XSdUhIR-RPQg_bLuXW7QpY_RGJ94qRbPqw",0,"Plunder Planet",6,2020-09-10 06:50:27,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569670652","_jhNcOxSqB7SmkO5e3Th5_dVQvdIL8Fqk1kFYsC25KcpMBiKvG4DrNurXKBcX7-tJI7TliJu-GKBlQ",1,"Plunder Planet",7,2020-09-10 06:50:27,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569670652","LtzMP3tnGchad3s1H4hWukuacLkhaIThSAlXFIYQdpn_sQh2Ijc5up8JaPvrI6ftF3ssUNLwlEbm_w",0,"Plunder Planet",8,2020-09-10 06:50:27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"NA1_3569700447","LdgjYAOps5pbCW0tRgUxZ8p5VyxgZN_TCOrjTYwg2MSsxzq04VTkaT3r1sKYnnO2cKBjHcTgYmwxCQ",0,"Treasure Trove",1,2020-09-10 06:57:50,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3569700447","OdmIXAKIF5-cSoWtPWjAToKNdr5O5tWRHNAJifo5nCHZN8qu-5oP_waWjqT5znLnExaknSrfAJHloQ",0,"Treasure Trove",2,2020-09-10 06:57:50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569700447","erX-oHLqSYZoQW5eebSaMy5hnPuuVv8eZMLemgTo4jS4kyV12SuhDY_yzKdDS7JQQ41230RNkPjYGw",1,"Treasure Trove",3,2020-09-10 06:57:50,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"NA1_3569700447","n0ntoKURrUZ4h6M7I9LHpoQAuz3gMIiJ6_VaGhpAntZqEz0qe2C8Q-4TcEJ4jX2JCAHznCRtXRuN1w",0,"Treasure Trove",4,2020-09-10 06:57:50,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569700447","ALBXv7KO3K76eLR_TR91fgqkBnYS7exJ0uGzwTryBfTL2zFJxh3f7Xj12uvI1CIWsWn4fKSs_lJfRQ",0,"Treasure Trove",5,2020-09-10 06:57:50,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2
"NA1_3569700447","yHrM50qTTsEPS8Dh3O9BmRpSyhn7fBgOVM-1zTwRJTZBC5Qk9OkUa3XdmJJRO5eZMOgYRkHmGchY8g",0,"Treasure Trove",6,2020-09-10 06:57:50,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0
"NA1_3569700447","k8wek8AQpxZiCDN3STAPvmJTeepuPRxD_Spp3z3rP1rSjdoj_7O0K3sI6sD5V6eLcZ2Xg-tu5fn0VQ",0,"Treasure Trove",7,2020-09-10 06:57:50,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"NA1_3569700447","MAfPty0Q0zyz24QUpIMAzwBycvNVPlqer6Olk2dkRSg3tnnA29qQrp3Q3JTtU2Fg9gC43zIwq0rhBQ",0,"Treasure Trove",8,2020-09-10 06:57:50,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569643958","VD_Fd3r3mqswhTiRxCKpsetMvf0pz-g_q6Tlsxy9cdjjffEnIyxtkTtqo13cIRT34Ya90I5sr2dqhA",0,"Superdense Galaxy",1,2020-09-10 07:05:57,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"NA1_3569643958","3Xw5GFYbnwgO4ZuTIRngrgYkaDudP1O5K-eBrmLfcDA_3bHqk_rJFzLyxpJ49lTkFzqv_9NFfFK9ig",0,"Superdense Galaxy",2,2020-09-10 07:05:57,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569643958","-B6px1nKznAqCoFJmsBJ5u4Nm5wthRMPyEBjAUecbMU38djIOMHqC5fkeHiKlkphjnNzGyQIEpr1yQ",0,"Superdense Galaxy",3,2020-09-10 07:05:57,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569643958","Z3vK761-uemIgUbPWBq8ycbPw328oO9oyUhTzZHgK_HagDhmZZUx70EZkpp2nW1YU_zhK-bu1EB4QA",0,"Superdense Galaxy",4,2020-09-10 07:05:57,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NA1_3569643958","8-MszRxAlCIRj3m01KU3iuI09bK3N4WI_4sZK2bFs2U8gD7GqTDcWDo2DnuBxM89yOzK7YNrpoJJYA",0,"Superdense Galaxy",5,2020-09-10 07:05:57,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569643958","1vCCOdxLrdYa6NQRhywKKdZ0UNdX0nsa15Zpqo03k6QFs6MfiucFcTvTfyubW2cgGuyF4g0RYA1wag",1,"Superdense Galaxy",6,2020-09-10 07:05:57,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"NA1_3569643958","jcFNpUFkECQmEd7oEzPLNqqX6M64XRDqoliysi7LDiqbVlBuxOJrhQJ-xpZPlRUh4QyME7j_lLBoPA",0,"Superdense Galaxy",7,2020-09-10 07:05:57,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2
"NA1_3569643958","nEkNIyA3l-iZFRpcC_8m-duIPgNw2H9w_VxlW2lxiOVI1PDjFH0y8pS4C0HLoWAnPfgOiHABwwx9XQ",0,"Superdense Galaxy",8,2020-09-10 07:05:57,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3569684743","_jhNcOxSqB7SmkO5e3Th5_dVQvdIL8Fqk1kFYsC25KcpMBiKvG4DrNurXKBcX7-tJI7TliJu-GKBlQ",1,"Superdense Galaxy",1,2020-09-10 07:26:53,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0
"NA1_3569684743","k8wek8AQpxZiCDN3STAPvmJTeepuPRxD_Spp3z3rP1rSjdoj_7O0K3sI6sD5V6eLcZ2Xg-tu5fn0VQ",0,"Superdense Galaxy",2,2020-09-10 07:26:53,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"NA1_3569684743","EAnSnpnqMnZlpa2aXRIUfImRVlu1SYvxOL5W92_BUVSiT9wziE-5GE9kAp2cGF441JBDJzqLosuFUw",0,"Superdense Galaxy",3,2020-09-10 07:26:53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"NA1_3569684743","is-Qy4DImxkO5tqBEetO4lAFmRvf5ww8jdhM-nBQ1iI_pIdJxPU0njwizXInpf_LBmCBozR7kSSt0A",0,"Superdense Galaxy",4,2020-09-10 07:26:53,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3569684743","HAjvWryRdaZEFS_10cq8lvPHSkxrkNASP6yLz-OFIzdBPX3k6Pqh7pNiCNHj1zGYtQxQrK6DKIn7Yg",0,"Superdense Galaxy",5,2020-09-10 07:26:53,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0
"NA1_3569684743","LaWtTs-1NIEpVX98P1UoHykFGPXQQcPBXUFUgfrpdy9DfYNuVn1rU9ZR7-j6_yvB3iy48wjUhwN-iQ",0,"Superdense Galaxy",6,2020-09-10 07:26:53,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3569684743","ZnM9tjyLSAauonRhqSrbRGrefh7Dr7ygXFfe06watEZC3TXHSRby9TREvF1IqqeAoWlpDeTQvL7ajA",0,"Superdense Galaxy",7,2020-09-10 07:26:53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569684743","YlefXhfchkLtA05RiY8GjKGOI8xJqaK5KmJ9CKMeSiYOg2SXLG4Q6y4oH3n8AoaZQ7TzKvdoOqsaCQ",0,"Superdense Galaxy",8,2020-09-10 07:26:53,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3569703988","-2CVLaMn9Rh3SLXNMlnxm1OKVoam9hAFS5rjjBMFM98DO-WhDOi4rMzwfoDFm9cE4dBQS-pHZrK9ww",0,"Normal Game",1,2020-09-10 07:28:17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569703988","OA51TdAFcWmTeHjjB6BU19VYQEL3O9uAHCBODjrIxlWQLGBV06-iqtWqjjYC273LfnAv6sVf5EQ4rA",1,"Normal Game",2,2020-09-10 07:28:17,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
"NA1_3569703988","ALBXv7KO3K76eLR_TR91fgqkBnYS7exJ0uGzwTryBfTL2zFJxh3f7Xj12uvI1CIWsWn4fKSs_lJfRQ",0,"Normal Game",3,2020-09-10 07:28:17,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2
"NA1_3569703988","iEYx4QK2caA90BogMwEgyy5kakmAv144yFY0A0HTiJrbJXjH8C2hggvdltMYoiNT2CYa5v162wiCIw",0,"Normal Game",4,2020-09-10 07:28:17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3569703988","HrnwV7c4VCsi-gVPeGhHYmoJMoQyJd5-RWQ0HuwJnIUMCMQqzZHdFMOuPH_GVnSKgp6cX-5pAiVUQA",0,"Normal Game",5,2020-09-10 07:28:17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
